Timestamp,Year,Feelings,Gender,Age,Location,Relationship,Finance,Adjustment,Understanding,Study_pressure,Result,Living,Support,Social_media,Inferiority,Meal,Sick,Recreation,Sleep,Scale
12/26/2020 18:45,Not applicable,Very bad,Male,21,Hall-Mess,Broken Up,No,1,Bad,Yes,No,No,No one,Yes,Yes,No,Yes,No,1,10
12/26/2020 18:45,4th year,Very bad,Female,22,Hall-Mess,Broken Up,Yes,1,Bad,No,No,No,No one,No,Yes,No,Yes,No,2,5
12/26/2020 18:49,Not applicable,Very bad,Male,21,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,15
12/26/2020 18:51,Not applicable,Good,Male,22,Hall-Mess,Married,Yes,4,Good,Yes,Yes,Yes,Family,No,No,Yes,No,Yes,8,70
12/26/2020 18:51,Not applicable,Very good,Female,23,Home,Married,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,Yes,8,100
12/26/2020 18:53,2nd year,Good,Male,20,Department,It's complicated,No,4,Good,No,Yes,Yes,Teacher,Yes,No,Yes,No,Yes,6,65
12/26/2020 18:54,1st year,Good,Female,19,Home,It's complicated,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,No,7,70
12/26/2020 18:54,4th year,Very bad,Female,22,Department,It's complicated,No,1,Bad,Yes,No,No,No one,No,Yes,No,No,No,2,10
12/26/2020 18:57,4th year,Normal,Female,22,Home,In a relationship,No,3,Normal,Yes,Yes,Yes,Teacher,Yes,No,Yes,No,No,6,55
12/26/2020 18:58,3rd year,Very good,Female,21,Home,Married,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,8,85
12/26/2020 19:00,3rd year,Bad,Male,21,Home,It's complicated,No,2,Normal,Yes,No,Yes,No one,No,Yes,No,No,No,4,30
12/26/2020 19:01,2nd year,Very good,Female,20,Department,Married,Yes,5,Good,No,Yes,Yes,Teacher,Yes,No,Yes,No,Yes,7,95
12/26/2020 19:02,1st year,Good,Female,19,Hall-Mess,Single,Yes,4,Good,Yes,Yes,Yes,Friends,No,No,Yes,No,No,6,75
12/26/2020 19:03,2nd year,Normal,Female,20,Home,Married,No,3,Normal,No,No,Yes,Teacher,No,Yes,Yes,No,No,6,45
12/26/2020 19:04,1st year,Bad,Female,19,Playground,It's complicated,No,2,Bad,No,No,No,No one,Yes,Yes,Yes,Yes,No,4,30
1/16/2021 16:12,1st year,Very good,Male,18,Home,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,6,85
1/16/2021 16:14,2nd year,Good,Male,19,Department,Single,Yes,4,Good,Yes,Yes,Yes,Teacher,No,No,Yes,No,No,6,65
1/16/2021 16:15,2nd year,Good,Female,19,Hall-Mess,Single,Yes,4,Good,No,Yes,Yes,Teacher,Yes,No,Yes,Yes,Yes,6,70
1/16/2021 20:45,4th year,Normal,Female,22,Hall-Mess,In a relationship,Yes,3,Normal,Yes,Yes,No,Friends,No,No,Yes,No,No,7,50
1/16/2021 20:53,3rd year,Bad,Female,21,Department,Broken Up,No,2,Bad,Yes,No,No,Friends,No,Yes,Yes,No,No,4,30
1/16/2021 20:54,2nd year,Very bad,Male,20,Department,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,15
1/16/2021 20:57,3rd year,Very good,Male,21,Home,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,90
1/16/2021 20:58,4th year,Very good,Female,22,Home,In a relationship,Yes,5,Good,No,Yes,Yes,Teacher,No,No,Yes,No,Yes,6,100
1/16/2021 20:59,2nd year,Very good,Female,20,Department,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,85
1/16/2021 20:59,1st year,Very bad,Male,19,Hall-Mess,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,No,No,2,5
1/16/2021 21:00,2nd year,Normal,Male,20,Hall-Mess,In a relationship,Yes,3,Normal,Yes,Yes,No,Friends,Yes,No,Yes,No,Yes,5,55
1/16/2021 21:01,3rd year,Bad,Male,21,Hall-Mess,In a relationship,Yes,2,Bad,Yes,No,No,No one,Yes,Yes,Yes,Yes,No,3,30
1/16/2021 21:02,2nd year,Very bad,Female,20,Home,In a relationship,No,1,Bad,Yes,No,No,No one,Yes,Yes,No,Yes,No,1,10
1/16/2021 21:04,1st year,Normal,Male,19,Department,Single,No,3,Normal,No,Yes,No,Friends,Yes,No,Yes,No,Yes,6,45
1/16/2021 21:06,3rd year,Bad,Female,21,Home,Single,No,2,Bad,Yes,No,No,Family,No,Yes,No,Yes,No,3,25
1/16/2021 21:07,2nd year,Good,Male,20,Home,Single,Yes,4,Good,Yes,Yes,Yes,Family,Yes,No,Yes,No,No,7,75
1/16/2021 21:11,1st year,Good,Male,19,Department,Married,Yes,3,Good,Yes,Yes,Yes,Teacher,Yes,No,No,No,Yes,6,70
1/16/2021 21:12,3rd year,Very bad,Male,21,Department,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,10
1/16/2021 21:13,2nd year,Bad,Female,20,Home,In a relationship,No,2,Bad,No,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 21:14,2nd year,Very bad,Male,20,Department,It's complicated,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/16/2021 21:16,4th year,Normal,Female,22,Home,In a relationship,Yes,3,Normal,No,No,Yes,Teacher,Yes,No,Yes,Yes,Yes,6,45
1/16/2021 21:18,1st year,Normal,Male,19,Department,Single,Yes,3,Normal,No,No,Yes,Teacher,Yes,No,Yes,No,Yes,5,50
1/16/2021 21:18,2nd year,Normal,Female,19,Department,In a relationship,No,3,Normal,No,No,Yes,Friends,Yes,No,Yes,No,Yes,5,45
1/16/2021 21:19,2nd year,Normal,Female,20,Hall-Mess,It's complicated,No,3,Normal,No,No,Yes,Family,No,No,Yes,No,Yes,5,55
1/16/2021 21:20,1st year,Very good,Male,19,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,6,85
1/16/2021 21:21,3rd year,Very good,Male,21,Hall-Mess,In a relationship,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,95
1/16/2021 21:22,4th year,Good,Female,22,Home,It's complicated,Yes,4,Good,Yes,Yes,Yes,Friends,No,No,Yes,No,No,6,70
1/16/2021 21:24,4th year,Good,Female,22,Home,Married,No,4,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,65
1/16/2021 21:24,3rd year,Very good,Male,21,Department,Single,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,Yes,8,90
1/16/2021 21:25,2nd year,Very good,Male,20,Playground,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,8,100
1/16/2021 21:26,1st year,Very bad,Male,19,Department,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,10
1/16/2021 21:27,1st year,Bad,Female,19,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,25
1/16/2021 21:29,1st year,Bad,Female,19,Hall-Mess,Broken Up,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,30
1/16/2021 21:30,3rd year,Very bad,Male,21,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 21:31,4th year,Very bad,Female,22,Hall-Mess,It's complicated,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,10
1/16/2021 21:32,2nd year,Bad,Male,20,Hall-Mess,Broken Up,Yes,2,Bad,No,No,No,No one,No,Yes,Yes,Yes,No,3,25
1/16/2021 21:33,2nd year,Good,Male,20,Department,In a relationship,Yes,4,Good,No,No,Yes,Teacher,Yes,No,No,No,Yes,6,75
1/16/2021 21:34,1st year,Good,Male,19,Home,Single,Yes,4,Good,No,No,Yes,Family,Yes,No,Yes,No,No,6,65
1/16/2021 21:35,3rd year,Bad,Female,21,Hall-Mess,Broken Up,No,2,Bad,Yes,No,No,Friends,No,Yes,Yes,Yes,No,3,35
1/16/2021 21:36,3rd year,Very bad,Female,21,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,15
1/16/2021 21:37,1st year,Normal,Male,19,Department,Single,Yes,3,Normal,No,No,No,Family,No,No,Yes,No,Yes,5,45
1/16/2021 21:39,2nd year,Normal,Female,20,Department,In a relationship,No,3,Normal,No,No,Yes,Friends,No,No,No,No,Yes,5,50
1/16/2021 21:40,1st year,Very good,Female,19,Department,Single,Yes,5,Good,No,Yes,Yes,Family,No,No,Yes,No,Yes,8,100
1/16/2021 21:40,3rd year,Very good,Male,21,Hall-Mess,In a relationship,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,8,95
1/16/2021 21:42,2nd year,Very bad,Female,20,Playground,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,15
1/16/2021 21:43,3rd year,Bad,Male,21,Hall-Mess,It's complicated,No,2,Bad,No,No,No,Friends,No,Yes,No,Yes,No,2,25
1/16/2021 21:44,1st year,Good,Male,19,Hall-Mess,Single,Yes,4,Good,Yes,Yes,Yes,Teacher,Yes,No,Yes,No,Yes,6,75
1/16/2021 21:45,2nd year,Good,Male,20,Home,In a relationship,Yes,4,Good,Yes,Yes,Yes,Friends,No,No,Yes,No,Yes,7,70
1/16/2021 21:46,2nd year,Normal,Female,20,Department,In a relationship,No,3,Normal,Yes,Yes,Yes,Teacher,No,No,Yes,No,No,5,50
1/16/2021 21:47,2nd year,Bad,Female,20,Playground,Single,No,2,Bad,Yes,No,No,Friends,No,Yes,No,No,No,3,30
1/16/2021 21:55,2nd year,Very good,Female,20,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,8,100
1/16/2021 21:57,4th year,Very bad,Male,22,Playground,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 21:59,2nd year,Bad,Male,20,Hall-Mess,Single,No,2,Bad,Yes,Yes,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 22:01,2nd year,Normal,Female,20,Department,Single,No,3,Normal,Yes,Yes,No,Family,Yes,No,Yes,No,Yes,6,45
1/16/2021 22:04,1st year,Good,Male,19,Department,Single,Yes,4,Good,No,Yes,No,Friends,Yes,No,Yes,No,Yes,6,70
1/16/2021 22:13,2nd year,Normal,Female,20,Department,In a relationship,No,3,Normal,No,Yes,Yes,Family,Yes,No,Yes,No,No,5,45
1/16/2021 22:17,1st year,Normal,Male,19,Hall-Mess,Single,No,3,Normal,No,Yes,Yes,Teacher,No,No,Yes,No,No,5,55
1/16/2021 22:18,1st year,Good,Female,19,Department,Single,Yes,4,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,No,6,65
1/16/2021 22:26,1st year,Good,Female,19,Hall-Mess,Single,Yes,4,Good,No,Yes,No,Friends,Yes,No,Yes,No,Yes,6,70
1/16/2021 22:27,3rd year,Good,Female,21,Department,In a relationship,Yes,4,Good,Yes,Yes,Yes,Family,Yes,No,Yes,No,Yes,6,75
1/16/2021 22:30,2nd year,Very bad,Male,20,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,10
1/16/2021 22:30,1st year,Bad,Female,19,Department,It's complicated,No,2,Bad,Yes,No,No,No one,No,Yes,Yes,Yes,No,3,25
1/16/2021 22:33,2nd year,Very good,Male,20,Home,Single,Yes,5,Good,No,Yes,Yes,Friends,Yes,No,Yes,No,Yes,8,95
1/16/2021 22:33,2nd year,Good,Female,20,Department,In a relationship,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 22:34,3rd year,Very good,Female,21,Department,In a relationship,Yes,5,Good,No,Yes,Yes,Friends,No,No,Yes,No,Yes,8,100
1/16/2021 22:35,2nd year,Very bad,Female,20,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,10
1/16/2021 22:36,1st year,Bad,Male,19,Playground,It's complicated,No,2,Bad,No,No,No,No one,No,Yes,No,Yes,No,3,35
1/16/2021 22:37,2nd year,Very bad,Female,20,Department,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 22:38,3rd year,Normal,Male,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,Yes,No,Yes,No,Yes,5,55
1/16/2021 22:40,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 22:41,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 22:48,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 22:53,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 22:54,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 22:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 22:57,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 22:57,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 22:59,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:00,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:01,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:01,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:03,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:04,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:08,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:10,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:46,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:46,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
